user_id,group,day,clicked,dwell_time_sec,bounced,click_position
2660,treatment,9,1,219.7,1,4.0
2660,treatment,6,1,233.6,0,4.0
2661,treatment,14,0,0.0,1,
2661,treatment,5,1,113.9,0,1.0
2661,treatment,2,0,0.0,0,
2662,treatment,2,1,181.0,0,4.0
2662,treatment,17,1,187.2,0,2.0
2662,treatment,4,0,0.0,1,
2663,treatment,1,0,0.0,0,
2664,control,5,1,187.5,1,3.0
2664,control,7,1,74.7,0,1.0
2664,control,13,0,0.0,0,
2665,treatment,8,0,0.0,0,
2665,treatment,1,0,0.0,0,
2665,treatment,14,0,0.0,1,
2666,control,18,0,0.0,1,
2666,control,18,0,0.0,0,
2667,treatment,20,1,272.0,0,1.0
2667,treatment,10,1,204.9,0,1.0
2668,treatment,17,0,0.0,0,
2668,treatment,14,1,70.6,1,1.0
2668,treatment,8,0,0.0,0,
2669,control,8,0,0.0,1,
2670,control,17,0,0.0,1,
2670,control,9,1,75.0,0,3.0
2671,control,5,0,0.0,1,
2671,control,1,1,220.5,0,1.0
2672,treatment,18,1,193.5,0,2.0
2672,treatment,14,0,0.0,0,
2673,treatment,18,0,0.0,1,
2673,treatment,1,1,200.2,0,2.0
2674,control,4,0,0.0,0,
2675,control,12,1,74.7,1,1.0
2675,control,11,1,66.0,1,1.0
2676,control,21,1,239.9,0,4.0
2676,control,7,0,0.0,0,
2677,control,11,1,199.6,1,2.0
2677,control,12,0,0.0,1,
2678,treatment,14,0,0.0,0,
2678,treatment,18,0,0.0,0,
2678,treatment,21,1,218.8,0,4.0
2679,control,6,0,0.0,1,
2679,control,6,1,128.6,0,3.0
2679,control,20,0,0.0,0,
2680,control,3,1,188.7,0,4.0
2680,control,12,0,0.0,0,
2681,control,2,0,0.0,0,
2681,control,12,0,0.0,0,
2681,control,9,0,0.0,0,
2682,control,10,0,0.0,1,
2682,control,18,0,0.0,1,
2683,treatment,9,1,127.7,0,2.0
2683,treatment,3,0,0.0,0,
2683,treatment,2,0,0.0,0,
2684,control,10,1,113.9,1,1.0
2684,control,6,0,0.0,0,
2685,treatment,21,1,182.9,0,2.0
2685,treatment,11,0,0.0,0,
2686,control,19,1,94.0,0,1.0
2687,control,10,0,0.0,1,
2687,control,4,1,303.9,1,4.0
2687,control,17,1,235.2,1,1.0
2688,treatment,8,1,291.6,0,1.0
2688,treatment,7,1,148.2,1,1.0
2688,treatment,3,0,0.0,0,
2689,control,13,0,0.0,0,
2689,control,11,1,221.9,1,2.0
2689,control,10,0,0.0,1,
2690,treatment,17,0,0.0,0,
2690,treatment,10,1,111.0,0,1.0
2691,treatment,16,1,164.7,0,1.0
2691,treatment,21,1,192.4,1,1.0
2692,control,20,1,127.2,0,1.0
2693,treatment,16,0,0.0,0,
2694,treatment,8,0,0.0,1,
2694,treatment,8,1,164.7,1,1.0
2694,treatment,21,1,173.4,0,1.0
2695,treatment,8,0,0.0,0,
2695,treatment,18,1,285.9,0,3.0
2695,treatment,1,1,119.9,0,1.0
2696,treatment,17,1,133.9,0,3.0
2696,treatment,13,0,0.0,0,
2697,treatment,5,0,0.0,0,
2697,treatment,6,1,155.3,1,2.0
2698,treatment,2,0,0.0,0,
2698,treatment,6,0,0.0,0,
2698,treatment,2,1,100.7,0,1.0
2699,treatment,1,1,179.2,0,4.0
2699,treatment,13,1,220.5,0,1.0
2699,treatment,11,1,177.5,0,1.0
2700,treatment,1,1,179.0,0,2.0
2700,treatment,17,0,0.0,0,
2700,treatment,15,1,268.2,0,1.0
2701,control,18,0,0.0,0,
2701,control,16,0,0.0,0,
2702,control,19,1,254.2,0,1.0
2702,control,19,1,138.3,0,5.0
2703,treatment,6,1,140.3,0,1.0
2704,control,8,1,85.4,0,5.0
2705,treatment,14,1,165.0,0,1.0
2706,treatment,5,1,230.0,0,3.0
2707,control,15,1,148.1,0,1.0
2708,treatment,2,0,0.0,0,
2708,treatment,10,1,133.0,0,3.0
2709,treatment,2,0,0.0,0,
2709,treatment,10,0,0.0,0,
2710,treatment,11,0,0.0,1,
2710,treatment,6,0,0.0,0,
2710,treatment,18,1,162.1,0,2.0
2711,treatment,9,0,0.0,0,
2711,treatment,8,0,0.0,0,
2711,treatment,13,0,0.0,1,
2712,control,15,0,0.0,1,
2713,treatment,16,1,242.1,0,2.0
2713,treatment,19,0,0.0,1,
2713,treatment,7,1,273.9,0,2.0
2714,treatment,11,1,236.2,0,2.0
2715,treatment,14,1,193.0,0,1.0
2716,control,2,1,108.1,0,3.0
2716,control,3,0,0.0,0,
2717,treatment,16,1,256.3,1,1.0
2717,treatment,15,0,0.0,1,
2718,control,4,1,110.9,0,1.0
2718,control,7,0,0.0,0,
2718,control,20,1,104.1,0,1.0
2719,control,15,0,0.0,0,
2719,control,21,0,0.0,0,
2720,treatment,9,1,220.3,0,1.0
2720,treatment,3,0,0.0,0,
2720,treatment,4,1,174.6,1,1.0
2721,treatment,20,0,0.0,0,
2721,treatment,13,1,110.0,0,1.0
2721,treatment,6,0,0.0,1,
2722,control,19,1,108.8,0,1.0
2722,control,13,1,162.9,1,2.0
2722,control,9,0,0.0,1,
2723,treatment,7,1,212.8,1,2.0
2723,treatment,12,0,0.0,0,
2723,treatment,9,1,220.0,1,1.0
2724,control,21,0,0.0,0,
2725,control,8,0,0.0,0,
2726,treatment,18,1,158.4,1,2.0
2727,treatment,11,1,106.5,0,5.0
2727,treatment,13,0,0.0,0,
2728,control,4,0,0.0,0,
2728,control,9,0,0.0,1,
2728,control,4,0,0.0,0,
2729,control,12,0,0.0,1,
2729,control,19,0,0.0,0,
2729,control,1,0,0.0,0,
2730,control,16,0,0.0,0,
2730,control,1,0,0.0,0,
2731,control,10,1,150.4,0,2.0
2731,control,1,1,134.6,0,2.0
2732,treatment,13,0,0.0,0,
2733,treatment,4,1,274.6,0,4.0
2733,treatment,20,1,240.5,0,2.0
2734,treatment,4,0,0.0,0,
2734,treatment,13,1,143.2,0,1.0
2735,treatment,21,1,301.4,0,4.0
2735,treatment,21,1,196.1,0,1.0
2736,treatment,3,0,0.0,0,
2736,treatment,6,0,0.0,0,
2737,control,16,1,85.6,0,2.0
2737,control,19,1,112.5,1,5.0
2738,treatment,7,0,0.0,1,
2738,treatment,15,1,58.6,1,1.0
2739,treatment,12,0,0.0,0,
2740,treatment,20,1,199.0,0,1.0
2740,treatment,20,1,214.4,0,1.0
2740,treatment,16,0,0.0,0,
2741,treatment,14,0,0.0,0,
2742,treatment,3,1,121.7,0,1.0
2742,treatment,14,1,161.6,0,2.0
2742,treatment,16,0,0.0,1,
2743,control,1,0,0.0,0,
2743,control,16,1,158.9,0,1.0
2743,control,17,0,0.0,0,
2744,control,8,1,198.2,0,1.0
2745,control,14,1,115.9,1,2.0
2745,control,20,1,136.3,1,4.0
2746,treatment,17,0,0.0,0,
2747,control,20,1,95.1,0,5.0
2748,control,4,1,205.6,1,1.0
2749,treatment,13,1,155.7,0,3.0
2749,treatment,11,0,0.0,0,
2749,treatment,6,1,132.9,0,4.0
2750,treatment,15,0,0.0,0,
2750,treatment,8,0,0.0,0,
2751,treatment,13,1,263.1,1,2.0
2751,treatment,19,1,128.9,0,3.0
2752,control,20,0,0.0,1,
2753,control,17,1,134.8,1,1.0
2753,control,16,1,201.3,0,1.0
2754,treatment,15,1,95.1,0,2.0
2755,treatment,14,0,0.0,0,
2755,treatment,19,1,233.5,0,3.0
2756,control,16,0,0.0,1,
2757,control,17,1,167.1,1,1.0
2758,treatment,16,0,0.0,0,
2759,treatment,12,1,41.9,0,2.0
2760,control,9,0,0.0,0,
2761,treatment,7,0,0.0,0,
2761,treatment,6,1,230.8,0,1.0
2762,control,19,0,0.0,1,
2762,control,20,0,0.0,0,
2763,control,1,1,159.9,0,2.0
2764,control,11,1,200.6,0,3.0
2764,control,4,0,0.0,1,
2765,control,15,0,0.0,0,
2765,control,2,0,0.0,0,
2765,control,2,1,48.0,1,1.0
2766,treatment,15,0,0.0,0,
2766,treatment,4,1,7.1,0,1.0
2767,treatment,2,0,0.0,0,
2767,treatment,21,1,230.6,0,1.0
2768,control,11,0,0.0,0,
2768,control,8,1,165.5,0,5.0
2769,control,13,0,0.0,0,
2770,control,9,0,0.0,0,
2770,control,5,1,201.2,1,2.0
2771,control,7,0,0.0,0,
2771,control,19,1,143.4,0,5.0
2771,control,10,0,0.0,0,
2772,control,3,1,111.0,0,1.0
2773,treatment,19,1,223.0,0,1.0
2774,treatment,12,0,0.0,0,
2774,treatment,7,1,201.7,0,1.0
2775,treatment,12,1,171.2,0,1.0
2776,treatment,19,1,113.7,0,2.0
2776,treatment,3,1,201.2,0,5.0
2777,control,21,0,0.0,0,
2777,control,21,1,179.2,0,2.0
2778,control,11,1,190.4,0,2.0
2778,control,20,1,169.1,1,1.0
2779,control,7,1,63.7,1,2.0
2779,control,6,1,80.1,1,3.0
2779,control,6,1,182.3,0,1.0
2780,control,10,1,294.8,0,4.0
2780,control,16,1,214.6,1,2.0
2780,control,10,1,210.8,0,5.0
2781,control,15,1,5.0,1,5.0
2781,control,7,0,0.0,1,
2781,control,14,1,110.1,1,2.0
2782,treatment,9,0,0.0,1,
2783,control,7,0,0.0,0,
2784,treatment,8,0,0.0,0,
2784,treatment,18,1,210.8,0,2.0
2784,treatment,9,1,273.1,1,3.0
2785,treatment,7,1,225.1,0,1.0
2785,treatment,17,1,189.8,1,1.0
2786,treatment,7,1,205.1,0,1.0
2787,treatment,16,1,107.3,1,1.0
2787,treatment,9,0,0.0,0,
2787,treatment,3,1,129.1,1,1.0
2788,control,1,1,190.0,0,1.0
2788,control,20,0,0.0,0,
2789,treatment,6,1,115.1,0,2.0
2789,treatment,1,1,254.0,1,2.0
2790,treatment,8,1,314.5,0,1.0
2791,treatment,4,0,0.0,0,
2791,treatment,7,1,181.2,0,2.0
2791,treatment,15,0,0.0,0,
2792,control,15,0,0.0,1,
2792,control,8,0,0.0,0,
2793,control,16,0,0.0,0,
2793,control,8,1,148.2,1,2.0
2793,control,13,0,0.0,0,
2794,control,11,0,0.0,0,
2794,control,16,0,0.0,0,
2795,treatment,21,0,0.0,0,
2795,treatment,4,0,0.0,0,
2795,treatment,5,1,165.8,0,1.0
2796,treatment,1,0,0.0,0,
2797,control,14,1,113.0,1,1.0
2797,control,16,0,0.0,1,
2797,control,1,1,63.0,0,3.0
2798,treatment,12,1,190.0,0,2.0
2799,control,10,0,0.0,0,
2800,control,19,0,0.0,0,
2801,treatment,5,1,156.6,0,3.0
2801,treatment,2,1,101.5,0,2.0
2801,treatment,2,1,216.1,0,1.0
2802,treatment,21,1,101.9,0,1.0
2802,treatment,19,1,238.5,0,1.0
2803,treatment,21,1,143.8,0,1.0
2804,treatment,9,0,0.0,0,
2804,treatment,4,1,210.6,0,1.0
2805,control,2,1,34.6,0,2.0
2805,control,20,0,0.0,0,
2805,control,19,0,0.0,1,
2806,control,14,1,116.9,0,1.0
2806,control,17,1,186.4,0,1.0
2806,control,4,0,0.0,0,
2807,control,16,1,213.7,0,2.0
2807,control,14,0,0.0,0,
2808,control,19,1,162.1,0,3.0
2808,control,1,0,0.0,0,
2808,control,10,0,0.0,0,
2809,control,2,1,141.3,1,1.0
2809,control,5,1,183.7,0,1.0
2809,control,9,1,159.1,1,4.0
2810,treatment,17,1,189.2,0,4.0
2810,treatment,8,0,0.0,0,
2810,treatment,16,0,0.0,0,
2811,control,12,1,201.8,0,2.0
2812,control,10,0,0.0,0,
2812,control,8,0,0.0,0,
2813,control,11,1,169.6,0,1.0
2813,control,20,1,196.5,0,1.0
2813,control,7,0,0.0,0,
2814,treatment,8,1,244.9,0,1.0
2815,treatment,15,1,247.8,0,1.0
2816,treatment,8,1,149.1,0,1.0
2816,treatment,7,0,0.0,0,
2817,treatment,13,0,0.0,0,
2818,control,17,0,0.0,1,
2818,control,15,1,210.7,0,1.0
2818,control,7,1,187.1,0,3.0
2819,control,2,0,0.0,1,
2820,treatment,17,1,174.5,0,1.0
2820,treatment,6,1,167.1,1,3.0
2820,treatment,13,1,73.9,0,2.0
2821,treatment,10,0,0.0,0,
2822,control,4,0,0.0,0,
2822,control,14,0,0.0,0,
2822,control,14,0,0.0,0,
2823,control,9,1,86.7,0,4.0
2823,control,20,0,0.0,1,
2823,control,9,1,180.1,0,5.0
2824,treatment,19,0,0.0,1,
2824,treatment,9,0,0.0,1,
2825,treatment,13,1,126.2,0,1.0
2826,treatment,20,1,261.2,0,3.0
2827,treatment,11,1,229.0,0,1.0
2827,treatment,20,0,0.0,0,
2827,treatment,9,1,218.8,0,1.0
2828,control,13,1,125.1,0,1.0
2828,control,20,0,0.0,0,
2829,control,19,1,109.3,0,1.0
2829,control,12,0,0.0,0,
2829,control,20,0,0.0,0,
2830,control,12,1,98.1,0,4.0
2830,control,21,0,0.0,0,
2830,control,4,1,234.5,0,1.0
2831,treatment,7,1,100.2,0,2.0
2831,treatment,18,1,213.1,0,2.0
2831,treatment,18,1,189.0,0,2.0
2832,treatment,15,1,182.3,0,1.0
2832,treatment,21,0,0.0,1,
2833,control,12,0,0.0,0,
2833,control,4,0,0.0,1,
2834,control,14,1,57.2,0,1.0
2834,control,6,1,181.2,0,5.0
2835,control,16,0,0.0,1,
2835,control,7,1,75.3,0,2.0
2836,control,8,0,0.0,0,
2837,treatment,21,1,195.1,1,1.0
2837,treatment,14,1,155.1,0,1.0
2837,treatment,20,0,0.0,1,
2838,control,14,1,281.5,0,3.0
2839,control,8,0,0.0,0,
2839,control,11,1,237.9,0,2.0
2839,control,21,1,155.6,1,2.0
2840,control,20,1,231.5,0,1.0
2840,control,16,0,0.0,0,
2840,control,16,1,214.2,1,1.0
2841,control,11,1,174.9,0,1.0
2841,control,8,1,181.7,0,1.0
2841,control,4,0,0.0,0,
2842,control,8,1,95.6,1,1.0
2842,control,3,0,0.0,1,
2843,control,2,0,0.0,0,
2843,control,15,0,0.0,1,
2843,control,16,0,0.0,0,
2844,control,13,0,0.0,1,
2844,control,7,1,92.6,1,2.0
2845,treatment,11,0,0.0,0,
2845,treatment,7,0,0.0,0,
2846,treatment,10,1,127.0,0,1.0
2846,treatment,20,1,148.3,0,2.0
2847,treatment,5,0,0.0,0,
2847,treatment,20,0,0.0,1,
2848,treatment,15,1,222.2,0,1.0
2848,treatment,20,1,158.3,0,3.0
2849,control,1,0,0.0,1,
2850,treatment,5,0,0.0,0,
2851,treatment,15,1,188.7,0,1.0
2851,treatment,10,0,0.0,0,
2851,treatment,1,1,173.9,0,1.0
2852,control,4,1,250.8,1,1.0
2853,control,9,0,0.0,1,
2853,control,5,1,239.5,1,4.0
2854,treatment,17,1,289.2,0,5.0
2854,treatment,6,0,0.0,1,
2854,treatment,21,1,146.7,0,5.0
2855,treatment,12,0,0.0,1,
2856,control,19,0,0.0,0,
2856,control,17,0,0.0,1,
2857,treatment,5,0,0.0,0,
2858,control,7,0,0.0,0,
2858,control,12,1,241.5,0,4.0
2858,control,21,0,0.0,0,
2859,control,12,0,0.0,0,
2860,control,10,1,84.5,0,3.0
2861,control,3,1,152.0,0,2.0
2862,treatment,20,0,0.0,1,
2863,control,7,0,0.0,0,
2863,control,11,0,0.0,0,
2863,control,18,0,0.0,1,
2864,control,21,0,0.0,0,
2864,control,4,1,224.6,0,2.0
2864,control,9,0,0.0,0,
2865,treatment,2,1,274.9,0,1.0
2866,control,19,0,0.0,1,
2866,control,11,1,227.7,0,2.0
2866,control,4,0,0.0,0,
2867,treatment,11,0,0.0,0,
2867,treatment,8,1,224.3,1,1.0
2868,treatment,20,0,0.0,0,
2869,treatment,19,1,162.5,1,3.0
2870,control,16,1,157.9,1,4.0
2870,control,15,1,206.8,0,1.0
2870,control,10,1,93.6,0,1.0
2871,treatment,17,0,0.0,0,
2872,treatment,7,1,168.7,1,1.0
2872,treatment,19,0,0.0,1,
2872,treatment,9,0,0.0,0,
2873,control,14,1,137.2,0,3.0
2873,control,9,0,0.0,0,
2873,control,5,0,0.0,0,
2874,treatment,9,1,158.8,0,2.0
2874,treatment,6,0,0.0,1,
2874,treatment,11,0,0.0,0,
2875,treatment,15,0,0.0,0,
2875,treatment,8,0,0.0,0,
2876,treatment,6,0,0.0,0,
2876,treatment,1,1,147.8,1,1.0
2876,treatment,9,1,181.7,0,4.0
2877,treatment,14,1,189.2,0,4.0
2878,treatment,9,0,0.0,0,
2879,control,7,0,0.0,1,
2879,control,9,1,184.3,0,1.0
2880,treatment,11,0,0.0,0,
2880,treatment,16,0,0.0,0,
2880,treatment,20,1,216.9,0,2.0
2881,treatment,6,0,0.0,0,
2882,control,2,1,136.2,0,4.0
2882,control,8,0,0.0,0,
2882,control,5,1,199.7,1,3.0
2883,control,13,0,0.0,0,
2884,control,19,0,0.0,1,
2884,control,6,1,145.0,0,2.0
2885,treatment,16,1,213.1,1,2.0
2885,treatment,10,1,207.7,0,3.0
2885,treatment,14,1,187.0,0,2.0
2886,control,21,0,0.0,0,
2886,control,9,1,179.6,0,4.0
2887,treatment,8,0,0.0,0,
2888,treatment,19,0,0.0,1,
2888,treatment,8,1,223.9,1,3.0
2888,treatment,17,1,232.4,1,1.0
2889,control,19,0,0.0,0,
2890,control,11,0,0.0,1,
2890,control,1,0,0.0,0,
2891,treatment,7,0,0.0,0,
2891,treatment,10,1,153.7,0,1.0
2891,treatment,4,1,136.1,0,4.0
2892,control,20,0,0.0,0,
2892,control,9,0,0.0,0,
2893,treatment,6,1,279.8,0,1.0
2893,treatment,17,0,0.0,0,
2893,treatment,8,0,0.0,1,
2894,control,18,0,0.0,0,
2894,control,18,1,74.6,0,1.0
2894,control,14,0,0.0,1,
2895,control,4,0,0.0,0,
2895,control,1,1,21.4,0,1.0
2896,control,16,0,0.0,0,
2896,control,9,1,190.1,0,1.0
2897,treatment,17,0,0.0,1,
2897,treatment,14,1,221.8,1,1.0
2897,treatment,8,0,0.0,0,
2898,control,2,1,138.4,0,2.0
2899,treatment,10,0,0.0,0,
2899,treatment,11,1,287.6,1,1.0
2900,treatment,14,1,132.3,0,1.0
2900,treatment,4,0,0.0,1,
2900,treatment,3,1,135.3,1,1.0
2901,treatment,16,1,157.3,0,1.0
2902,treatment,15,1,123.2,0,3.0
2903,control,18,0,0.0,1,
2903,control,14,1,126.1,1,2.0
2903,control,11,0,0.0,0,
2904,treatment,15,1,106.0,0,4.0
2904,treatment,19,1,170.6,0,1.0
2905,treatment,8,1,99.0,0,2.0
2905,treatment,13,1,114.6,1,3.0
2905,treatment,14,1,229.9,1,1.0
2906,control,18,0,0.0,0,
2907,treatment,15,0,0.0,0,
2908,control,7,0,0.0,1,
2909,treatment,14,1,276.1,0,1.0
2909,treatment,1,1,260.5,1,2.0
2910,control,12,0,0.0,0,
2911,treatment,13,0,0.0,1,
2912,control,6,1,90.7,0,1.0
2912,control,17,0,0.0,1,
2912,control,18,1,180.1,1,3.0
2913,treatment,18,1,197.7,0,5.0
2913,treatment,7,0,0.0,0,
2914,treatment,11,1,136.4,1,1.0
2914,treatment,3,1,135.7,1,2.0
2915,control,18,0,0.0,1,
2915,control,2,0,0.0,1,
2916,control,4,1,164.2,1,3.0
2916,control,10,0,0.0,0,
2917,control,10,1,198.2,0,5.0
2917,control,11,0,0.0,1,
2917,control,13,1,159.5,1,1.0
2918,control,19,1,107.7,1,1.0
2918,control,3,1,155.9,0,1.0
2918,control,3,1,128.4,1,2.0
2919,treatment,18,0,0.0,0,
2919,treatment,21,1,121.2,1,4.0
2920,treatment,16,1,115.6,0,2.0
2920,treatment,10,0,0.0,1,
2921,control,10,1,150.7,0,3.0
2921,control,9,1,171.6,0,1.0
2922,treatment,3,1,230.9,1,1.0
2923,control,16,0,0.0,1,
2923,control,3,1,222.9,0,1.0
2924,control,11,0,0.0,0,
2925,treatment,5,0,0.0,0,
2926,treatment,8,1,219.7,0,2.0
2926,treatment,1,1,170.2,1,1.0
2926,treatment,2,0,0.0,1,
2927,treatment,21,0,0.0,1,
2927,treatment,5,1,202.5,0,3.0
2927,treatment,1,0,0.0,1,
2928,treatment,12,1,221.9,0,3.0
2928,treatment,18,1,150.2,0,1.0
2928,treatment,21,1,217.2,0,2.0
2929,treatment,6,1,182.6,0,1.0
2929,treatment,2,0,0.0,1,
2930,treatment,19,1,74.2,0,2.0
2931,treatment,15,1,125.3,0,3.0
2932,control,5,0,0.0,0,
2933,control,7,0,0.0,0,
2933,control,15,0,0.0,0,
2933,control,13,0,0.0,0,
2934,control,21,1,155.6,1,4.0
2935,control,14,0,0.0,1,
2936,control,11,0,0.0,1,
2937,treatment,4,1,261.8,0,1.0
2938,control,18,0,0.0,0,
2938,control,1,0,0.0,0,
2939,control,4,1,277.9,0,2.0
2939,control,3,1,195.6,0,1.0
2940,control,2,1,158.8,0,1.0
2940,control,7,0,0.0,0,
2940,control,7,1,126.7,1,5.0
2941,control,3,1,153.9,1,2.0
2941,control,21,1,98.7,0,4.0
2941,control,16,1,161.2,0,5.0
2942,control,18,1,142.9,0,1.0
2943,control,9,0,0.0,0,
2943,control,14,1,93.6,0,2.0
2944,control,12,1,96.8,0,4.0
2945,treatment,21,0,0.0,0,
2945,treatment,17,1,146.1,0,3.0
2945,treatment,4,1,222.9,0,2.0
2946,treatment,11,1,186.3,0,2.0
2946,treatment,9,1,229.3,1,1.0
2947,control,18,1,62.3,1,1.0
2948,treatment,10,0,0.0,0,
2949,treatment,17,1,101.3,0,1.0
2950,treatment,6,1,191.7,1,2.0
2950,treatment,1,0,0.0,0,
2951,treatment,2,0,0.0,0,
2951,treatment,7,0,0.0,1,
2952,control,16,1,173.7,1,1.0
2953,treatment,17,0,0.0,0,
2953,treatment,20,0,0.0,0,
2953,treatment,10,1,335.6,0,1.0
2954,treatment,14,1,294.8,0,1.0
2955,treatment,4,1,149.3,0,1.0
2955,treatment,9,1,214.3,0,1.0
2956,control,4,1,196.8,0,3.0
2957,control,21,0,0.0,0,
2957,control,10,1,215.0,0,3.0
2958,control,2,0,0.0,0,
2959,control,13,0,0.0,0,
2959,control,20,0,0.0,0,
2960,control,18,1,207.1,1,5.0
2961,control,15,1,231.1,1,1.0
2961,control,11,1,181.1,0,1.0
2962,control,1,1,66.3,1,1.0
2963,treatment,20,0,0.0,0,
2964,treatment,12,0,0.0,1,
2964,treatment,15,0,0.0,1,
2964,treatment,18,0,0.0,1,
2965,treatment,3,1,192.4,0,1.0
2966,control,1,1,132.9,0,3.0
2967,control,5,0,0.0,0,
2967,control,14,1,197.4,0,4.0
2968,control,8,0,0.0,0,
2968,control,3,1,149.1,0,5.0
2969,control,9,1,234.3,0,5.0
2969,control,3,0,0.0,0,
2969,control,14,1,158.3,0,1.0
2970,control,9,1,34.1,0,1.0
2971,treatment,15,0,0.0,1,
2971,treatment,7,1,209.2,0,5.0
2972,treatment,14,1,211.6,0,1.0
2972,treatment,8,0,0.0,0,
2972,treatment,6,1,177.5,1,4.0
2973,control,15,0,0.0,0,
2974,control,20,0,0.0,0,
2975,control,13,0,0.0,0,
2976,control,3,0,0.0,0,
2976,control,5,0,0.0,1,
2976,control,20,0,0.0,0,
2977,treatment,1,1,286.2,0,1.0
2977,treatment,10,1,229.1,0,2.0
2978,control,4,0,0.0,0,
2978,control,18,0,0.0,0,
2978,control,8,1,150.5,1,1.0
2979,control,20,0,0.0,1,
2979,control,15,1,44.5,0,4.0
2980,control,2,1,66.9,1,1.0
2981,control,8,0,0.0,1,
2981,control,16,1,109.1,0,2.0
2982,treatment,14,0,0.0,0,
2982,treatment,16,1,260.9,0,1.0
2982,treatment,4,1,165.0,0,2.0
2983,control,19,1,140.1,0,3.0
2983,control,17,0,0.0,1,
2983,control,4,0,0.0,1,
2984,control,9,1,155.1,1,2.0
2985,treatment,9,0,0.0,1,
2986,treatment,12,0,0.0,0,
2986,treatment,15,0,0.0,1,
2987,treatment,3,0,0.0,0,
2988,control,12,0,0.0,1,
2988,control,6,0,0.0,0,
2989,control,6,1,211.1,1,3.0
2990,treatment,7,1,209.7,0,1.0
2990,treatment,11,0,0.0,0,
2990,treatment,10,0,0.0,0,
2991,treatment,9,0,0.0,0,
2992,treatment,17,0,0.0,0,
2992,treatment,18,0,0.0,0,
2992,treatment,8,1,232.8,1,4.0
2993,treatment,6,1,307.7,0,5.0
2993,treatment,18,0,0.0,0,
2994,treatment,7,0,0.0,0,
2994,treatment,9,0,0.0,0,
2995,treatment,11,1,100.4,0,1.0
2995,treatment,11,1,156.3,0,1.0
2996,control,9,0,0.0,0,
2997,control,17,0,0.0,0,
2998,control,9,1,145.2,0,2.0
2998,control,12,0,0.0,1,
2998,control,15,0,0.0,1,
2999,treatment,7,0,0.0,0,
2999,treatment,11,0,0.0,0,
2999,treatment,18,0,0.0,0,
3000,treatment,4,1,160.6,0,1.0
3000,treatment,20,0,0.0,1,
3000,treatment,19,1,238.7,1,3.0
3001,treatment,18,0,0.0,0,
3002,treatment,11,0,0.0,0,
3002,treatment,13,0,0.0,0,
3002,treatment,16,1,204.2,0,3.0
3003,treatment,11,1,93.6,0,3.0
3003,treatment,12,0,0.0,0,
3004,treatment,20,1,202.6,0,1.0
3004,treatment,12,1,132.7,1,4.0
3005,control,7,0,0.0,1,
3005,control,2,0,0.0,1,
3006,control,1,0,0.0,0,
3006,control,6,0,0.0,0,
3006,control,9,0,0.0,0,
3007,treatment,5,1,97.0,0,1.0
3008,control,2,0,0.0,1,
3008,control,2,1,140.6,0,1.0
3008,control,3,0,0.0,1,
3009,treatment,14,1,217.1,0,1.0
3009,treatment,19,0,0.0,1,
3010,control,13,0,0.0,1,
3011,treatment,1,1,98.5,0,5.0
3011,treatment,10,0,0.0,1,
3011,treatment,14,0,0.0,0,
3012,treatment,17,1,217.3,0,3.0
3012,treatment,9,0,0.0,0,
3013,control,19,0,0.0,0,
3014,control,2,0,0.0,1,
3015,treatment,5,1,191.4,0,3.0
3016,treatment,10,1,254.2,0,1.0
3017,control,18,1,322.0,1,3.0
3018,control,15,0,0.0,1,
3019,treatment,21,1,202.7,0,1.0
3019,treatment,2,0,0.0,0,
3019,treatment,8,1,205.4,0,2.0
3020,control,8,0,0.0,1,
3020,control,8,1,112.2,0,3.0
3020,control,10,1,178.6,0,1.0
3021,treatment,3,1,102.4,0,1.0
3021,treatment,1,1,91.2,1,1.0
3021,treatment,10,1,193.7,0,1.0
3022,treatment,7,1,183.1,0,1.0
3022,treatment,10,1,210.8,0,1.0
3022,treatment,14,1,215.3,0,1.0
3023,treatment,17,0,0.0,0,
3023,treatment,9,1,55.4,0,1.0
3023,treatment,8,0,0.0,1,
3024,treatment,20,0,0.0,0,
3024,treatment,13,0,0.0,0,
3025,control,4,1,94.8,0,2.0
3025,control,17,0,0.0,1,
3026,control,5,1,184.1,0,3.0
3026,control,1,1,259.7,1,1.0
3026,control,15,0,0.0,0,
3027,control,13,0,0.0,0,
3028,control,5,0,0.0,0,
3028,control,14,0,0.0,1,
3028,control,11,0,0.0,1,
3029,control,9,0,0.0,0,
3029,control,17,0,0.0,1,
3030,control,13,0,0.0,0,
3031,control,3,1,128.6,1,4.0
3031,control,15,0,0.0,1,
3031,control,10,0,0.0,0,
3032,treatment,20,0,0.0,0,
3032,treatment,12,1,168.3,0,4.0
3033,control,16,1,157.6,1,1.0
3033,control,15,1,176.9,0,3.0
3033,control,8,1,168.5,0,5.0
3034,control,3,1,131.7,0,5.0
3034,control,6,0,0.0,1,
3035,treatment,14,0,0.0,0,
3036,control,5,1,235.1,0,4.0
3036,control,15,0,0.0,0,
3036,control,19,0,0.0,0,
3037,control,4,1,221.6,1,2.0
3038,treatment,16,1,328.0,0,1.0
3038,treatment,4,1,263.3,0,2.0
3038,treatment,11,1,241.8,0,2.0
3039,control,12,1,86.6,1,3.0
3039,control,7,1,194.7,0,1.0
3040,control,3,1,118.1,1,1.0
3041,control,16,1,84.6,0,3.0
